1810;29.960;42.460;04.922;335.100;334.500
1820;29.920;42.090;04.925;300.300;298.900
1830;29.820;42.430;04.927;269.900;268.700
1840;29.950;42.060;04.922;241.000;240.200
1850;29.920;41.830;04.922;211.700;211.100
1900;29.820;41.630;04.919;184.700;184.100
1910;29.770;41.760;04.922;158.900;158.100
1920;29.740;41.760;04.922;131.900;130.700
1930;29.960;41.630;04.919;106.200;104.300
1940;29.960;41.330;04.924;84.500;82.000
1950;29.400;41.930;04.921;64.680;62.020
2000;28.710;42.190;04.919;48.660;46.310
2010;28.350;42.860;04.920;33.570;31.090
2020;28.070;43.800;04.919;18.990;16.470
2030;27.930;43.760;04.918;9.650;8.440
2040;27.610;44.500;04.916;3.565;mar.53
2050;27.520;45.130;04.921;0.841;0.700
2100;27.420;45.900;04.920;0.194;0.174
2110;27.340;46.960;04.920;0.088;0.078
2120;27.160;48.370;04.923;0.102;0.082
2130;26.670;49.330;04.921;0.102;0.085
2140;26.520;49.600;04.920;0.106;0.104
2150;26.110;52.070;04.920;0.088;0.111
2200;25.650;53.800;04.914;0.099;0.126
2210;25.030;58.410;04.916;0.091;0.093
2220;25.110;58.810;04.924;0.113;0.100
2230;24.920;60.240;04.920;0.080;0.145
2240;24.820;61.540;04.925;0.113;0.067
2250;24.550;62.740;04.927;0.117;0.082
2300;24.350;63.510;04.915;0.088;0.070
2310;24.160;64.540;04.918;0.091;0.096
2320;24.280;64.980;04.924;0.080;0.085
2330;24.080;65.140;04.924;0.084;0.107
2340;23.360;66.440;04.924;0.084;0.089
2350;23.380;67.280;04.921;0.117;0.104
0;23.220;67.680;04.915;0.117;0.044
10;22.980;67.780;04.916;0.106;0.093
20;22.940;68.710;04.920;0.110;0.052
30;22.680;69.080;04.918;0.091;0.093
40;22.200;70.000;04.923;0.095;0.093
50;22.320;69.940;04.927;0.102;0.093
100;22.140;70.800;04.919;0.121;0.059
110;22.300;73.700;04.923;0.088;0.085
120;22.350;75.900;04.918;0.073;0.122
130;22.110;75.800;04.920;0.102;0.085
140;22.150;78.000;04.922;0.062;0.137
150;22.230;78.500;04.921;0.055;0.104
200;21.840;78.300;04.916;0.062;0.115
210;21.690;78.900;04.919;0.077;0.119
220;21.470;79.200;04.920;0.084;0.137
230;21.430;80.300;04.917;0.080;0.133
240;21.590;80.300;04.920;0.069;0.152
250;21.390;80.200;04.922;0.095;0.104
300;21.200;80.600;04.916;0.080;0.167
310;21.140;80.600;04.920;0.084;0.115
320;20.940;80.700;04.916;0.073;0.119
330;20.730;81.500;04.916;0.051;0.159
340;20.770;81.800;04.914;0.062;0.185
350;20.760;81.900;04.921;0.113;0.093
400;20.780;81.800;04.919;0.084;0.133
410;20.670;81.800;04.917;0.073;0.156
420;20.560;81.700;04.918;0.069;0.185
430;20.540;81.300;04.917;0.084;0.130
440;20.570;81.200;04.916;0.062;0.156
450;20.590;81.400;04.915;0.059;0.130
500;20.640;81.700;04.917;0.044;0.137
510;20.630;82.000;04.914;0.062;0.104
520;20.540;82.800;04.916;0.077;0.107
530;20.630;83.100;04.918;0.066;0.100
540;20.430;82.900;04.916;0.135;0.137
550;20.230;83.200;04.917;0.472;0.467
600;20.100;82.800;04.916;01.850;01.523
610;19.930;82.700;04.915;04.739;03.953
620;19.810;81.900;04.915;12.160;10.160
630;20.040;80.800;04.916;25.090;20.420
640;20.300;81.300;04.916;42.050;33.670
650;20.580;81.800;04.914;63.410;53.610
700;21.330;82.600;04.919;85.100;72.500
710;22.060;82.800;04.915;111.200;95.800
720;22.040;82.200;04.913;121.500;103.700
730;22.210;82.800;04.915;154.900;132.900
740;22.460;83.300;04.914;186.500;161.200
750;22.680;83.400;04.913;195.000;166.800
800;22.930;83.400;04.916;253.200;218.700
810;23.270;82.800;04.914;291.200;258.000
820;23.300;81.100;04.915;327.400;292.300
830;23.560;77.900;04.915;361.300;323.200
840;23.980;74.000;04.918;390.000;348.900
850;24.280;72.300;04.917;424.100;379.800
900;24.530;72.000;04.917;452.600;400.000
910;24.640;73.500;04.916;475.400;398.300
920;24.600;74.100;04.916;509.900;312.900
930;24.630;73.600;04.917;545.600;190.700
940;24.570;73.600;04.917;573.500;155.300
950;24.720;73.400;04.916;598.700;146.300
1000;24.920;73.100;04.916;623.400;144.600
1010;24.750;72.000;04.916;628.400;141.100
1020;25.050;71.100;04.917;659.900;137.800
1030;25.230;69.150;04.918;685.000;136.300
1040;25.380;68.050;04.917;709.000;134.000
1050;25.620;67.140;04.923;725.000;132.400
1100;25.870;65.710;04.922;745.000;131.000
1110;26.130;61.970;04.920;763.000;129.300
1120;26.300;59.840;04.920;776.000;128.700
1130;26.230;58.010;04.924;791.000;127.400
1140;26.370;57.970;04.920;804.000;126.900
1150;26.500;58.540;04.923;812.000;127.700
1200;26.600;59.110;04.919;821.000;127.800
1210;26.770;59.310;04.925;831.000;127.500
1220;27.080;56.500;04.922;840.000;127.500
1230;27.140;57.810;04.919;848.000;127.200
1240;26.990;54.640;04.920;854.000;125.800
1250;27.220;54.500;04.922;858.000;125.500
1300;27.220;55.900;04.929;863.000;125.100
1310;27.430;56.000;04.924;863.000;124.200
1320;27.420;58.010;04.920;862.000;123.300
1330;27.490;60.270;04.919;861.000;124.700
1340;27.250;62.170;04.921;857.000;127.200
1350;27.270;63.580;04.923;853.000;131.100
1400;27.350;64.140;04.923;846.000;135.600
1410;27.320;64.940;04.922;835.000;137.400
1420;27.420;64.540;04.919;827.000;138.800
1430;27.420;64.140;04.917;818.000;141.100
1440;27.320;65.140;04.919;805.000;142.500
1450;27.400;64.880;04.922;790.000;142.400
1500;27.410;65.080;04.919;778.000;145.300
1510;27.770;64.740;04.918;763.000;150.300
1520;27.710;64.710;04.921;749.000;150.300
1530;27.520;66.280;04.918;739.000;155.700
1540;27.500;67.080;04.920;715.000;153.500
1550;27.430;67.540;04.925;693.700;160.700
1600;27.280;68.650;04.919;678.500;163.300
1610;27.150;69.680;04.921;649.700;176.000
1620;27.150;70.000;04.923;648.100;184.200
1630;27.040;70.400;04.919;608.200;185.400
1640;27.020;70.500;04.919;605.600;191.000
1650;27.160;70.500;04.919;522.700;212.300
1700;27.010;70.500;04.924;538.500;199.700
1710;26.950;70.500;04.924;505.100;199.100
1720;26.680;71.000;04.918;502.000;199.400
1730;26.690;70.900;04.919;439.500;201.700
1740;26.790;70.600;04.918;434.100;239.000
1750;26.710;69.850;04.923;386.300;308.800
1800;26.680;69.580;04.920;354.300;322.900
1810;26.780;68.680;04.924;324.700;301.500
1820;27.010;67.880;04.924;295.500;275.500
1830;26.790;68.940;04.926;260.800;242.800
1840;26.740;68.550;04.923;229.300;214.800
1850;26.550;69.610;04.924;201.100;188.200
1900;26.320;71.400;04.920;171.700;160.700
1910;26.150;72.300;04.923;144.100;134.200
1920;26.080;72.900;04.918;120.300;111.400
1930;25.970;73.900;04.922;98.800;90.500
1940;25.770;75.300;04.921;77.500;70.300
1950;25.580;77.200;04.928;57.790;51.270
2000;25.400;78.300;04.919;40.430;35.030
2010;25.200;79.800;04.918;25.900;21.940
2020;25.090;80.500;04.922;14.310;11.870
2030;24.960;81.100;04.919;06.786;05.695
2040;24.880;82.000;04.922;02.362;01.938
2050;24.810;82.900;04.925;0.728;0.615
2100;24.720;83.000;04.921;0.161;0.189
2110;24.610;83.300;04.923;0.077;0.122
2120;24.610;83.200;04.925;0.080;0.096
2130;24.610;83.200;04.922;0.062;0.119
2140;24.580;83.300;04.924;0.080;0.119
2150;24.530;83.100;04.922;0.099;0.100
2200;24.570;83.000;04.921;0.062;0.137
2210;24.570;82.700;04.922;0.088;0.130
2220;24.490;82.700;04.924;0.073;0.082
2230;24.460;82.900;04.919;0.066;0.185
2240;24.360;82.800;04.924;0.077;0.119
2250;24.380;82.700;04.925;0.077;0.122
2300;24.380;82.300;04.916;0.080;0.130
2310;24.400;82.300;04.917;0.077;0.133
2320;24.340;82.500;04.921;0.073;0.133
2330;24.360;83.000;04.918;0.095;0.107
2340;24.310;83.500;04.919;0.091;0.141
2350;24.250;83.800;04.920;0.077;0.126
0;24.230;84.400;04.915;0.080;0.100
10;24.250;84.800;04.914;0.055;0.170
20;24.150;85.300;04.917;0.095;0.126
30;24.080;85.800;04.915;0.084;0.100
40;24.090;86.000;04.918;0.062;0.144
50;23.980;86.200;04.916;0.077;0.148
100;23.940;86.300;04.913;0.066;0.141
110;23.850;86.200;04.914;0.069;0.119
120;23.780;86.000;04.918;0.059;0.159
130;23.920;85.800;04.914;0.095;0.133
140;23.870;85.700;04.916;0.062;0.096
150;23.870;85.900;04.918;0.088;0.107
200;23.940;86.000;04.915;0.080;0.137
210;23.960;86.300;04.915;0.059;0.130
220;23.880;86.500;04.916;0.059;0.170
230;23.780;86.600;04.914;0.066;0.156
240;23.830;86.600;04.918;0.073;0.137
250;23.830;86.400;04.916;0.091;0.148
300;23.750;86.100;04.915;0.099;0.133
310;23.700;85.700;04.917;0.091;0.104
320;23.830;85.100;04.916;0.059;0.089
330;23.910;84.400;04.917;0.066;0.126
340;24.040;84.100;04.915;0.055;0.193
350;24.090;83.500;04.918;0.080;0.093
400;24.140;83.200;04.916;0.051;0.137
410;24.160;83.400;04.915;0.066;0.178
420;24.100;83.600;04.915;0.069;0.141
430;24.170;84.100;04.917;0.040;0.137
440;24.090;85.000;04.917;0.055;0.107
450;23.990;85.500;04.917;0.066;0.111
500;23.900;85.900;04.917;0.077;0.104
510;23.860;86.400;04.916;0.069;0.111
520;23.910;86.700;04.915;0.051;0.119
530;23.880;86.900;04.914;0.040;0.170
540;23.840;87.000;04.913;0.080;0.159
550;23.790;87.000;04.912;0.344;0.363
600;23.640;87.100;04.918;01.481;01.219
610;23.550;87.200;04.915;04.768;03.612
620;23.590;87.200;04.916;14.280;11.300
630;23.640;87.400;04.912;22.900;17.700
640;23.710;87.500;04.912;34.850;29.250
650;23.580;87.400;04.913;55.240;44.680
700;23.410;87.400;04.917;80.200;65.730
710;23.800;87.300;04.915;103.100;84.100
720;23.890;86.900;04.913;106.100;88.100
730;23.860;86.700;04.913;120.600;98.300
740;23.800;86.500;04.913;146.500;116.500
750;23.730;85.200;04.914;125.100;99.600
800;23.890;84.200;04.916;131.500;100.000
810;24.060;83.400;04.916;131.000;102.800
820;24.130;82.800;04.915;96.800;76.100
830;24.310;82.200;04.916;95.100;73.300
840;24.480;81.900;04.916;121.100;95.800
850;24.500;81.800;04.917;160.700;123.200
900;24.470;81.800;04.916;164.200;128.500
910;24.560;81.500;04.918;309.500;240.000
920;24.760;80.800;04.916;346.400;267.500
930;24.780;80.500;04.918;300.300;209.500
940;24.770;80.200;04.921;407.800;261.300
950;25.040;79.700;04.917;449.100;284.200
1000;25.230;77.400;04.917;344.200;229.100
1010;25.330;75.600;04.920;301.400;234.300
1020;25.310;76.100;04.919;204.500;160.800
1030;25.370;76.400;04.929;292.000;228.300
1040;25.350;76.800;04.924;324.100;252.700
1050;25.390;76.800;04.922;323.000;251.000
1100;25.470;76.300;04.924;348.000;268.900
1110;25.500;76.000;04.923;366.700;289.300
1120;25.660;75.000;04.923;394.100;298.600
1130;25.820;74.500;04.920;345.300;266.900
1140;25.840;74.300;04.921;360.300;276.100
1150;25.810;74.400;04.922;407.600;307.200
1200;25.920;73.900;04.920;416.200;316.000
1210;26.050;74.000;04.924;483.300;359.900
1220;26.190;73.600;04.923;453.700;339.200
1230;26.140;74.000;04.928;488.300;366.000
1240;26.230;73.500;04.924;549.300;379.000
1250;26.330;73.400;04.926;691.500;395.000
1300;26.400;72.200;04.927;551.900;379.600
1310;26.480;71.900;04.927;654.700;403.100
1320;26.650;71.000;04.920;518.500;380.000
1330;26.460;71.200;04.922;486.600;352.000
1340;26.390;71.700;04.922;479.900;343.900
1350;26.670;71.100;04.923;550.700;320.600
1400;26.590;70.200;04.922;520.500;341.500
1410;26.420;71.600;04.925;764.000;366.800
1420;26.570;70.700;04.925;701.000;365.400
1430;26.480;70.800;04.923;602.100;354.100
1440;26.470;70.800;04.926;698.800;348.700
1450;26.500;70.800;04.917;770.000;298.900
1500;26.850;70.600;04.920;763.000;317.400
1510;26.590;70.200;04.919;587.500;346.700
1520;26.650;69.980;04.920;527.100;345.500
1530;26.760;69.210;04.920;512.200;350.100
1540;26.530;70.400;04.918;470.900;334.800
1550;26.600;70.300;04.919;450.300;317.500
1600;26.340;71.000;04.926;433.300;315.900
1610;26.260;70.900;04.924;464.700;313.400
1620;26.260;71.800;04.916;476.700;307.500
1630;26.310;71.500;04.917;479.000;318.300
1640;26.200;72.000;04.926;475.100;314.200
1650;26.290;72.000;04.919;431.700;298.400
1700;26.350;71.600;04.920;422.600;286.400
1710;26.100;72.300;04.921;339.500;249.600
1720;26.080;73.000;04.918;326.100;244.000
1730;26.080;73.300;04.921;284.900;209.400
1740;25.900;74.100;04.919;283.300;203.700
1750;25.890;75.400;04.921;328.900;260.900
1800;25.980;75.200;04.925;338.500;294.300
1810;25.910;75.000;04.926;314.500;288.100
1820;25.850;74.400;04.921;282.900;262.500
1830;26.000;74.200;04.925;252.700;235.800
1840;25.770;75.000;04.923;224.900;206.700
1850;25.640;76.000;04.918;192.500;176.400
1900;25.440;77.000;04.925;146.900;128.700
1910;25.300;77.000;04.924;131.000;118.200
1920;25.270;77.200;04.919;110.300;99.500
1930;25.270;77.700;04.918;85.500;73.800
1940;25.240;78.700;04.922;77.100;61.120
1950;25.120;79.100;04.920;65.050;52.720
2000;25.090;79.500;04.921;43.050;34.180
2010;24.980;79.700;04.920;26.630;21.550
2020;24.910;80.500;04.920;13.120;10.620
2030;24.840;81.100;04.920;maj.35;kwi.27
2040;24.690;82.000;04.924;01.865;01.467
2050;24.700;82.700;04.926;0.548;0.474
2100;24.700;83.200;04.919;0.110;0.130
2110;24.680;83.700;04.919;0.044;0.185
2120;24.630;84.100;04.918;0.084;0.156
2130;24.570;84.300;04.919;0.055;0.148
2140;24.560;84.600;04.919;0.084;0.126
2150;24.580;84.800;04.921;0.066;0.126
2200;24.600;85.100;04.916;0.073;0.137
2210;24.560;85.300;04.921;0.102;0.133
2220;24.480;85.700;04.920;0.062;0.141
2230;24.440;85.800;04.915;0.069;0.163
2240;24.400;85.900;04.919;0.073;0.115
2250;24.400;85.900;04.920;0.062;0.126
2300;24.410;85.900;04.913;0.059;0.148
2310;24.400;86.100;04.914;0.040;0.130
2320;24.340;86.100;04.915;0.066;0.137
2330;24.320;86.300;04.915;0.077;0.141
2340;24.320;86.600;04.919;0.062;0.141
2350;24.320;86.800;04.917;0.077;0.167
0;24.350;87.100;04.914;0.066;0.133
10;24.370;87.200;04.916;0.055;0.144
20;24.330;87.300;04.918;0.062;0.144
30;24.300;87.400;04.917;0.055;0.156
40;24.240;87.500;04.919;0.069;0.104
50;24.210;87.600;04.920;0.062;0.137
100;24.220;87.500;04.914;0.077;0.144
110;24.220;87.400;04.914;0.055;0.185
120;24.220;87.300;04.916;0.080;0.156
130;24.170;87.200;04.916;0.051;0.156
140;24.140;87.100;04.917;0.069;0.156
150;24.160;86.700;04.915;0.077;0.159
200;24.170;86.500;04.912;0.084;0.104
210;24.230;86.200;04.915;0.051;0.159
220;24.250;85.900;04.917;0.040;0.167
230;24.240;85.700;04.916;0.051;0.163
240;24.200;85.600;04.916;0.048;0.174
250;24.150;85.500;04.919;0.091;0.111
300;24.150;85.200;04.915;0.069;0.130
310;24.130;84.900;04.917;0.040;0.115
320;24.160;84.700;04.920;0.069;0.130
330;24.120;84.600;04.919;0.080;0.119
340;24.130;84.500;04.917;0.055;0.130
350;24.080;84.300;04.919;0.051;0.093
400;24.090;83.800;04.916;0.073;0.137
410;24.200;83.400;04.918;0.040;0.145
420;24.230;83.200;04.918;0.059;0.141
430;24.200;83.100;04.918;0.069;0.159
440;24.180;83.000;04.916;0.059;0.144
450;24.190;82.900;04.919;0.051;0.130
500;24.190;82.800;04.917;0.073;0.130
510;24.190;82.700;04.918;0.062;0.119
520;24.150;82.700;04.915;0.055;0.115
530;24.090;82.800;04.917;0.080;0.115
540;24.040;82.800;04.916;0.088;0.178
550;24.010;83.000;04.915;0.424;0.389
600;24.000;83.200;04.916;01.598;01.271
610;23.960;83.500;04.920;04.421;03.520
620;23.890;83.800;04.916;11.320;09.240
630;23.820;83.900;04.915;23.340;18.740
640;23.810;83.900;04.914;43.420;33.720
650;23.870;83.900;04.915;63.780;51.920
700;23.950;83.800;04.918;92.100;77.400
710;24.030;83.800;04.916;132.200;109.800
720;24.130;83.800;04.916;153.700;131.100
730;24.330;83.500;04.915;171.000;147.100
740;24.430;83.700;04.915;205.200;177.900
750;24.460;83.400;04.914;242.200;209.100
800;24.530;82.700;04.916;219.000;185.000
810;24.620;82.100;04.916;261.100;223.500
820;24.730;81.500;04.916;298.900;261.200
830;24.910;81.200;04.916;298.100;257.300
840;24.910;81.000;04.914;393.600;350.000
850;25.040;79.900;04.917;432.700;381.000
900;25.330;79.000;04.914;449.700;368.100
910;25.400;77.600;04.915;462.700;349.400
920;25.370;77.800;04.918;536.900;310.000
930;25.670;76.900;04.918;542.900;174.600
940;25.680;76.400;04.919;561.100;154.400
950;25.890;75.600;04.917;597.900;141.400
1000;26.090;75.000;04.920;615.900;137.200
1010;26.200;74.000;04.920;634.600;129.700
1020;26.350;74.000;04.921;657.700;129.400
1030;26.560;73.000;04.918;679.500;124.800
1040;26.650;72.300;04.920;698.500;122.400
1050;26.630;72.400;04.920;717.000;123.800
1100;26.720;72.800;04.918;736.000;125.400
1110;26.750;72.800;04.920;755.000;131.300
1120;26.460;73.500;04.916;786.000;148.400
1130;26.610;72.500;04.922;793.000;140.300
1140;26.710;72.100;04.919;795.000;157.800
1150;26.720;72.000;04.923;819.000;146.400
1200;26.540;72.800;04.922;820.000;138.900
1210;26.470;72.100;04.922;834.000;138.600
1220;26.580;71.700;04.925;846.000;147.500
1230;26.570;72.300;04.924;859.000;158.000
1240;26.560;71.500;04.922;812.000;177.500
1250;26.490;71.200;04.927;885.000;206.100
1300;26.520;71.200;04.929;830.000;230.300
1310;26.480;71.500;04.923;852.000;259.900
1320;26.550;70.600;04.926;842.000;259.000
1330;26.750;70.500;04.923;894.000;301.300
1340;27.140;69.410;04.923;857.000;320.400
1350;27.100;70.000;04.924;915.000;369.800
1400;27.160;68.910;04.918;788.000;321.300
1410;27.090;69.480;04.925;658.100;341.600
1420;26.840;70.200;04.921;599.700;306.200
1430;26.680;71.300;04.924;866.000;311.200
1440;26.870;71.400;04.918;856.000;287.000
1450;26.950;70.400;04.924;595.300;254.700
1500;26.860;71.000;04.924;494.200;246.200
1510;26.670;71.400;04.922;454.400;279.900
1520;26.650;71.300;04.919;564.500;318.200
1530;26.750;71.500;04.922;551.900;318.700
1540;26.790;71.500;04.919;515.000;319.900
1550;26.710;70.900;04.924;554.000;297.800
1600;26.770;70.800;04.923;566.300;260.900
1610;26.800;70.200;04.921;459.900;230.900
1620;26.710;70.400;04.918;483.000;253.800
1630;26.690;70.900;04.917;549.800;250.600
1640;26.840;71.100;04.921;584.700;245.500
1650;26.760;70.800;04.921;534.200;191.500
1700;26.610;71.300;04.916;519.100;148.200
1710;26.540;70.900;04.919;502.400;156.200
1720;26.550;72.300;04.919;494.100;165.200
1730;26.520;73.200;04.915;469.800;173.000
1740;26.410;74.000;04.921;437.200;218.400
1750;26.240;73.500;04.917;404.900;312.400
1800;26.070;73.700;04.922;376.200;343.100
1810;26.090;74.300;04.921;334.700;317.600
1820;26.070;73.400;04.920;305.400;292.400
1830;26.150;74.300;04.922;274.500;262.100
1840;26.170;74.600;04.921;239.100;228.300
1850;25.870;75.100;04.919;201.700;193.100
1900;25.760;74.900;04.917;180.100;172.400
1910;25.740;74.800;04.922;119.700;110.300
1920;25.710;74.500;04.923;64.520;57.460
1930;25.510;76.200;04.925;45.610;39.380
1940;25.410;76.900;04.921;41.590;36.560
1950;25.250;77.600;04.920;42.110;37.560
2000;25.150;78.500;04.925;28.590;24.500
2010;24.970;79.200;04.920;19.410;16.160
2020;24.900;79.300;04.920;13.040;10.530
2030;24.900;79.400;04.923;07.430;05.924
2040;24.810;80.000;04.922;02.486;2.gru
2050;24.750;80.300;04.918;0.563;0.463
2100;24.690;81.000;04.926;0.150;0.096
2110;24.610;81.700;04.924;0.099;0.104
2120;24.550;82.300;04.927;0.091;0.089
2130;24.510;82.600;04.919;0.077;0.078
2140;24.470;83.000;04.917;0.080;0.130
2150;24.430;83.300;04.918;0.066;0.093
2200;24.410;83.600;04.915;0.077;0.141
2210;24.380;83.700;04.916;0.062;0.163
2220;24.380;83.800;04.920;0.077;0.111
2230;24.360;83.800;04.917;0.073;0.148
2240;24.300;83.800;04.919;0.062;0.163
2250;24.310;83.700;04.922;0.073;0.115
2300;24.310;83.700;04.914;0.080;0.159
2310;24.300;83.900;04.914;0.059;0.156
2320;24.310;83.900;04.919;0.073;0.130
2330;24.290;84.100;04.918;0.080;0.119
2340;24.280;84.300;04.920;0.066;0.133
2350;24.330;84.400;04.918;0.084;0.119
0;24.320;84.500;04.913;0.051;0.133
10;24.320;84.700;04.916;0.055;0.126
20;24.360;84.800;04.917;0.088;0.130
30;24.290;85.200;04.914;0.037;0.156
40;24.330;85.400;04.914;0.040;0.211
50;24.300;85.500;04.917;0.084;0.122
100;24.310;85.700;04.912;0.059;0.119
110;24.310;85.800;04.914;0.099;0.096
120;24.240;85.800;04.915;0.106;0.111
130;24.200;85.900;04.914;0.077;0.082
140;24.210;85.900;04.915;0.080;0.141
150;24.260;85.900;04.915;0.066;0.170
200;24.290;85.800;04.912;0.080;0.119
210;24.320;85.800;04.913;0.084;0.122
220;24.320;85.800;04.916;0.059;0.174
230;24.270;85.800;04.915;0.059;0.111
240;24.230;85.800;04.916;0.069;0.141
250;24.190;85.700;04.915;0.069;0.115
300;24.170;85.800;04.911;0.077;0.137
310;24.130;85.700;04.913;0.051;0.122
320;24.040;85.800;04.919;0.117;0.078
330;24.050;85.700;04.918;0.066;0.156
340;24.070;85.900;04.918;0.062;0.130
350;24.070;85.800;04.917;0.062;0.126
400;24.070;85.900;04.914;0.073;0.159
410;24.110;85.900;04.912;0.048;0.200
420;24.050;85.900;04.916;0.055;0.130
430;24.010;86.000;04.916;0.066;0.163
440;24.040;85.900;04.912;0.055;0.189
450;24.020;85.800;04.913;0.055;0.096
500;24.040;85.900;04.915;0.059;0.163
510;24.060;85.800;04.915;0.088;0.133
520;24.030;85.900;04.917;0.059;0.133
530;24.000;86.000;04.916;0.073;0.122
540;23.980;86.000;04.914;0.066;0.144
550;23.830;86.200;04.915;0.146;0.130
600;23.910;86.300;04.919;0.355;0.322
610;23.970;86.200;04.919;0.907;0.719
620;23.960;86.300;04.914;01.693;01.352
630;23.920;86.500;04.915;03.525;02.690
640;23.890;86.800;04.913;05.762;04.472
650;23.810;87.000;04.913;10.870;08.390
700;23.710;87.200;04.915;15.990;12.200
710;23.690;87.200;04.913;22.440;17.300
